label_uid,label_id,region_id,region_class,pano_id,pano_in_run,capture_date,vintage,months_ours_minus_theirs,human,feed_correct,pano_agree_0.3,world_agree_0.3_2.6m,world_agree_0.3_per-pano,pano_agree_0.55,world_agree_0.55_2.6m,world_agree_0.55_per-pano
gainesville:25086,25086,14,full,_hDa8yOb2YTfLLq_IJu0AA,True,2021-03,same pano,0,unvalidated,,True,True,True,False,False,False
gainesville:25087,25087,14,full,p_rTIk90sdqEXlHjVefI2Q,True,2026-02,same pano,0,unvalidated,True,True,True,True,True,True,True
gainesville:25088,25088,14,full,p_rTIk90sdqEXlHjVefI2Q,True,2026-02,same pano,0,unvalidated,True,True,True,True,True,True,True
gainesville:25089,25089,14,full,V1S8D5M4XOFegZHyf24pIQ,True,2024-06,same pano,0,unvalidated,True,False,False,True,False,False,True
gainesville:25090,25090,14,full,V1S8D5M4XOFegZHyf24pIQ,True,2024-06,same pano,0,unvalidated,True,False,False,False,False,False,False
gainesville:25091,25091,14,full,9bg2AWwKEvXqKb3gkXKMeg,True,2024-06,same pano,0,unvalidated,True,True,True,True,True,True,True
gainesville:25092,25092,14,full,9bg2AWwKEvXqKb3gkXKMeg,True,2024-06,same pano,0,unvalidated,,True,True,True,True,True,True
gainesville:25094,25094,14,full,KWtBsmHNv9TpKK1Nj0D1Tw,True,2021-03,same pano,0,unvalidated,True,True,False,False,False,False,False
gainesville:25096,25096,14,full,Z-P8jrn3ZS013GTGftdyow,True,2024-06,same pano,0,unvalidated,True,True,True,True,True,True,True
gainesville:25098,25098,14,full,KWtBsmHNv9TpKK1Nj0D1Tw,True,2021-03,same pano,0,unvalidated,True,True,True,True,True,True,True
gainesville:25099,25099,14,full,LDtSK_z0-qWMqoC7ClOVCA,True,2021-03,same pano,0,unvalidated,,True,True,True,True,True,True
gainesville:25102,25102,14,full,yk9cvzkmebLvUEii0Sp9vg,True,2021-03,same pano,0,unvalidated,True,True,True,True,True,True,True
gainesville:25104,25104,14,full,1sJtSEeacs_FarVOaqWOPg,True,2021-03,same pano,0,unvalidated,True,True,True,True,True,True,True
gainesville:25105,25105,14,full,_Tri3g6Yhm0h57NTUnfjKQ,True,2021-03,same pano,0,unvalidated,True,True,True,True,True,True,True
gainesville:25106,25106,14,full,uFZUTOE6d5_olLDqK8-9Sw,True,2021-03,same pano,0,agreed,True,True,True,True,False,True,True
gainesville:25107,25107,14,full,vVbuwFUMe5wvq7vrBhUs4w,True,2021-03,same pano,0,unvalidated,True,True,True,True,True,True,True
gainesville:25108,25108,14,full,vVbuwFUMe5wvq7vrBhUs4w,True,2021-03,same pano,0,unvalidated,True,True,True,True,True,True,True
gainesville:25110,25110,14,full,vVbuwFUMe5wvq7vrBhUs4w,True,2021-03,same pano,0,agreed,True,True,True,True,True,True,True
gainesville:25111,25111,14,full,vVbuwFUMe5wvq7vrBhUs4w,True,2021-03,same pano,0,unvalidated,True,False,False,False,False,False,False
gainesville:25112,25112,59,partial,YXmVXBQx9dO-y5-wV7_5mg,False,2026-03,newer than ours,-1,unvalidated,True,,True,True,,False,False
gainesville:25114,25114,59,partial,YXmVXBQx9dO-y5-wV7_5mg,False,2026-03,same month,0,unvalidated,True,,False,True,,False,True
gainesville:25116,25116,14,full,vXjGpkYEiRy2HF9OJ-obGQ,True,2019-06,same pano,0,unvalidated,True,False,True,True,False,False,False
gainesville:25117,25117,14,full,POXdObLOcC7Ep6CI_9WVaw,True,2019-06,same pano,0,unvalidated,True,False,False,False,False,False,False
gainesville:25118,25118,14,full,ahkMm2Tfqoa-wHFr-jXHCA,True,2019-06,same pano,0,unvalidated,True,True,True,True,True,True,True
gainesville:25120,25120,14,full,9nSTO1JQuSN1jGmRtK4hSg,True,2019-06,same pano,0,unvalidated,True,True,True,True,False,False,True
gainesville:25121,25121,14,full,o260_N49XezoFmG9Y66OTQ,True,2019-06,same pano,0,unvalidated,,False,False,False,False,False,False
gainesville:25122,25122,14,full,o260_N49XezoFmG9Y66OTQ,True,2019-06,same pano,0,disagreed,False,False,False,False,False,False,False
gainesville:25123,25123,14,full,viDRWBy0omJv79Dxv5up-A,True,2019-06,same pano,0,unvalidated,True,False,False,False,False,False,False
gainesville:25125,25125,14,full,viDRWBy0omJv79Dxv5up-A,True,2019-06,same pano,0,unvalidated,True,False,True,True,False,False,False
gainesville:25127,25127,14,full,8dCVTgCdI_5Lq-cixT80ag,True,2019-06,same pano,0,agreed,True,True,True,True,False,False,False
gainesville:25128,25128,14,full,4sqTfeSihrvIeZFJtGJLXA,True,2019-06,same pano,0,unvalidated,True,True,True,True,True,True,True
gainesville:25129,25129,14,full,JLht0z9mFhOvG2DgMEnHhw,True,2019-06,same pano,0,unvalidated,True,True,True,True,True,True,True
gainesville:25130,25130,14,full,JLht0z9mFhOvG2DgMEnHhw,True,2019-06,same pano,0,agreed,True,True,True,True,True,True,True
gainesville:25132,25132,14,full,rKBG2T_-5QdIp5cZKWmQ6Q,True,2018-10,same pano,0,unvalidated,,True,True,True,True,True,True
gainesville:25133,25133,14,full,rKBG2T_-5QdIp5cZKWmQ6Q,True,2018-10,same pano,0,unvalidated,True,True,True,True,True,True,True
gainesville:25134,25134,14,full,IiGTWjLQAwOVaXiMtMqXgA,True,2018-10,same pano,0,unvalidated,True,True,True,True,True,True,True
gainesville:25135,25135,14,full,IiGTWjLQAwOVaXiMtMqXgA,True,2018-10,same pano,0,unvalidated,True,True,True,True,True,True,True
gainesville:25136,25136,14,full,x91KHArvfH-CqnRO_WWoqQ,True,2018-10,same pano,0,unvalidated,,True,True,True,True,True,True
gainesville:25137,25137,14,full,JCyFH_9TJNTN_yp2aDQNEg,True,2018-10,same pano,0,unvalidated,True,True,True,True,True,True,True
gainesville:25138,25138,14,full,jvxleg3jqFj_XSqksE3fSw,True,2018-10,same pano,0,unvalidated,True,True,True,True,True,True,True
gainesville:25139,25139,14,full,jvxleg3jqFj_XSqksE3fSw,True,2018-10,same pano,0,unvalidated,True,True,True,True,True,True,True
gainesville:25140,25140,14,full,5VyXDjMd08mQZjcsEoJQkg,True,2018-10,same pano,0,unvalidated,True,True,True,True,True,True,True
gainesville:25141,25141,14,full,5VyXDjMd08mQZjcsEoJQkg,True,2018-10,same pano,0,unvalidated,,True,True,True,True,True,True
gainesville:25143,25143,14,full,zh6A-0tkjPJYWxdR0N7pCg,True,2018-10,same pano,0,unvalidated,True,True,False,False,True,False,False
gainesville:25144,25144,14,full,zh6A-0tkjPJYWxdR0N7pCg,True,2018-10,same pano,0,unvalidated,True,True,True,True,True,True,True
gainesville:25145,25145,14,full,sRRI4XjopHXwMD-JgDUkOQ,True,2023-09,same pano,0,unvalidated,True,True,True,True,True,True,True
gainesville:25146,25146,14,full,sRRI4XjopHXwMD-JgDUkOQ,True,2023-09,same pano,0,unvalidated,True,True,True,True,True,True,True
gainesville:25148,25148,14,full,h9_vIetX6dThuRWEwZ_uhQ,True,2023-09,same pano,0,agreed,True,False,True,True,False,True,True
gainesville:25149,25149,14,full,h9_vIetX6dThuRWEwZ_uhQ,True,2023-09,same pano,0,unvalidated,,True,True,True,False,False,False
gainesville:25151,25151,14,full,G3CcJbny_NlHH0KtSxeXZA,False,2018-10,newer than ours,-131,unvalidated,True,,True,True,,True,True
gainesville:25154,25154,20,full,V2636zsUjBBBqTkeDunM5w,False,2024-06,same month,0,unvalidated,True,,True,True,,True,True
gainesville:25155,25155,20,full,V2636zsUjBBBqTkeDunM5w,False,2024-06,same month,0,unvalidated,True,,False,False,,False,False
gainesville:25156,25156,14,full,G3CcJbny_NlHH0KtSxeXZA,False,2018-10,newer than ours,-131,unvalidated,True,,False,False,,False,False
gainesville:25157,25157,14,full,DPLIqh4Er6urd5t2QI75NA,True,2024-06,same pano,0,unvalidated,False,False,False,False,False,False,False
gainesville:25158,25158,14,full,DPLIqh4Er6urd5t2QI75NA,True,2024-06,same pano,0,unvalidated,False,False,False,False,False,False,False
gainesville:25161,25161,14,full,GQEiZBMSXmnxJ9eoQZH9HA,True,2024-06,same pano,0,unvalidated,True,False,False,False,False,False,False
gainesville:25162,25162,14,full,N2cuH_ML4RHGsHakmcZc8A,True,2024-06,same pano,0,unvalidated,True,False,False,False,False,False,False
gainesville:25166,25166,14,full,JTBqZ3_oRlP93oJ_5w-CZg,True,2024-06,same pano,0,agreed,True,False,True,True,False,False,False
gainesville:25168,25168,14,full,diKcBmvbCilhbX8a6CTtDg,True,2024-06,same pano,0,unvalidated,True,True,True,True,False,True,True
gainesville:25171,25171,14,full,pCNj52hbkuiADie3qBgG4g,True,2024-06,same pano,0,unvalidated,True,True,True,True,True,True,True
gainesville:25172,25172,14,full,KPnJu6pLFJ-Ueh6vWi57Cw,True,2021-03,same pano,0,agreed,True,False,True,True,False,True,True
gainesville:25173,25173,14,full,iomLClqjC8sjIuJ4VyndPg,True,2021-03,same pano,0,unvalidated,,True,True,True,True,True,True
gainesville:25174,25174,14,full,iomLClqjC8sjIuJ4VyndPg,True,2021-03,same pano,0,unvalidated,True,True,True,True,True,True,True
gainesville:25175,25175,14,full,C2IoMhvmJcklayLkAAHuYQ,True,2021-03,same pano,0,unvalidated,,True,True,True,True,True,True
gainesville:25176,25176,14,full,C2IoMhvmJcklayLkAAHuYQ,True,2021-03,same pano,0,unvalidated,True,True,True,True,False,False,False
gainesville:25177,25177,14,full,dVZiu68hwdQ_t3OHdm09OQ,True,2021-03,same pano,0,unvalidated,,True,True,True,True,True,True
gainesville:25178,25178,14,full,s8d0t1DKuTXVnWzJdQbgZw,True,2021-03,same pano,0,unvalidated,True,True,True,True,True,True,True
gainesville:25179,25179,14,full,w8233RKR1JMhBbiZHztJ6g,True,2021-03,same pano,0,unvalidated,True,True,True,True,False,True,True
gainesville:25180,25180,14,full,w8233RKR1JMhBbiZHztJ6g,True,2021-03,same pano,0,agreed,True,True,True,True,False,True,True
gainesville:25181,25181,14,full,uIrjxdeapg0cEddRhJ-OMg,True,2021-03,same pano,0,unvalidated,True,True,True,True,True,True,True
gainesville:25182,25182,14,full,uIrjxdeapg0cEddRhJ-OMg,True,2021-03,same pano,0,agreed,,True,True,True,False,False,False
gainesville:25183,25183,14,full,K6_5S1tIokqsF2cobaNQ6g,True,2023-09,same pano,0,agreed,True,True,True,True,True,True,True
gainesville:25186,25186,14,full,tlzyhfMJbrZU11dHdpDKjg,True,2023-09,same pano,0,unvalidated,True,True,True,True,False,True,True
gainesville:25187,25187,14,full,RiZSgsnvxYkJPvqlcNpzpA,True,2023-09,same pano,0,unvalidated,True,False,True,True,False,True,True
gainesville:25188,25188,14,full,QT-JEBo4wqEDeiL_sMKGVw,True,2023-09,same pano,0,unvalidated,True,True,True,True,True,True,True
gainesville:25190,25190,14,full,QT-JEBo4wqEDeiL_sMKGVw,True,2023-09,same pano,0,unvalidated,True,True,True,True,True,True,True
gainesville:25191,25191,14,full,MEVMlQGn045cwPsMdBc-Sg,True,2023-09,same pano,0,unvalidated,True,True,True,True,True,True,True
gainesville:25193,25193,14,full,fFJ2KKOJ8JeTLbgwC1D_CA,True,2023-09,same pano,0,unvalidated,True,True,True,True,True,True,True
gainesville:25194,25194,14,full,fFJ2KKOJ8JeTLbgwC1D_CA,True,2023-09,same pano,0,unvalidated,True,True,True,True,True,True,True
gainesville:25196,25196,14,full,fFJ2KKOJ8JeTLbgwC1D_CA,True,2023-09,same pano,0,unvalidated,True,True,True,True,True,True,True
gainesville:25197,25197,40,full,13K9NTVt7XHBuXMUgZWrHQ,True,2023-09,same pano,0,unvalidated,True,True,False,False,True,False,False
gainesville:25199,25199,14,full,13K9NTVt7XHBuXMUgZWrHQ,True,2023-09,same pano,0,unvalidated,True,True,True,True,True,True,True
gainesville:25207,25207,14,full,vwAtv2zvJ4ItKLcAEDQ5vQ,True,2024-06,same pano,0,agreed,True,True,False,False,True,False,False
gainesville:25208,25208,14,full,InNS-I1oou2eMX08p_UdAg,True,2024-06,same pano,0,unvalidated,False,True,True,True,True,False,False
gainesville:25210,25210,14,full,InNS-I1oou2eMX08p_UdAg,True,2024-06,same pano,0,unvalidated,,True,True,True,True,True,True
gainesville:25212,25212,14,full,cm4CJitF9R5kcYEvBCrOww,True,2024-06,same pano,0,unvalidated,True,True,True,True,True,True,True
gainesville:25214,25214,14,full,cm4CJitF9R5kcYEvBCrOww,True,2024-06,same pano,0,unvalidated,True,True,True,True,False,True,True
gainesville:25215,25215,14,full,xx-9Uq3cYuEJZjqT1P7dnQ,True,2024-06,same pano,0,unvalidated,True,True,True,True,True,True,True
gainesville:25217,25217,14,full,xx-9Uq3cYuEJZjqT1P7dnQ,True,2024-06,same pano,0,unvalidated,True,True,True,True,True,True,True
gainesville:25219,25219,14,full,AV1VMBm2NFNhkftuatlaBg,True,2024-06,same pano,0,unvalidated,True,False,True,True,False,True,True
gainesville:25220,25220,14,full,AV1VMBm2NFNhkftuatlaBg,True,2024-06,same pano,0,unvalidated,True,True,True,True,True,True,True
gainesville:25222,25222,14,full,orMHYZcfpk4vTLLG6ciKUA,True,2024-06,same pano,0,unvalidated,True,True,True,True,True,True,True
gainesville:25224,25224,14,full,orMHYZcfpk4vTLLG6ciKUA,True,2024-06,same pano,0,unvalidated,,False,True,True,False,True,True
gainesville:25225,25225,14,full,IjD1fUhVuSxgU2xo0YTziA,True,2024-06,same pano,0,unvalidated,False,True,True,True,True,True,True
gainesville:25227,25227,14,full,IjD1fUhVuSxgU2xo0YTziA,True,2024-06,same pano,0,unvalidated,,True,True,True,False,True,True
gainesville:25230,25230,14,full,ztEmEFczgKO1K8fGFubDQw,True,2024-06,same pano,0,unvalidated,True,True,True,True,True,True,True
gainesville:25232,25232,14,full,ztEmEFczgKO1K8fGFubDQw,True,2024-06,same pano,0,agreed,True,True,True,True,True,True,True
gainesville:25234,25234,14,full,xQCzgna0Z-6e_vXpapsKgg,True,2024-06,same pano,0,agreed,True,True,True,True,True,True,True
gainesville:25235,25235,14,full,xQCzgna0Z-6e_vXpapsKgg,True,2024-06,same pano,0,unvalidated,True,True,True,True,True,True,True
gainesville:25237,25237,40,full,qw4MQDl-Zax3cZQcTgNdNQ,True,2024-06,same pano,0,unvalidated,True,True,True,True,True,True,True
gainesville:25239,25239,14,full,yJLfP5U72UokppCUdxzCAg,False,2026-02,newer than ours,-44,unvalidated,True,,False,True,,False,True
gainesville:25244,25244,14,full,CuqQ9Hp_XDIVPx8yBWF8nA,False,2026-02,same month,0,unvalidated,True,,True,True,,True,True
gainesville:25246,25246,14,full,CuqQ9Hp_XDIVPx8yBWF8nA,False,2026-02,same month,0,unvalidated,True,,False,False,,False,False
gainesville:25247,25247,14,full,CuqQ9Hp_XDIVPx8yBWF8nA,False,2026-02,same month,0,unvalidated,True,,True,True,,True,True
gainesville:25248,25248,14,full,CuqQ9Hp_XDIVPx8yBWF8nA,False,2026-02,same month,0,unvalidated,True,,True,True,,True,True
gainesville:25251,25251,14,full,xLhm-NC8Nmr_Tk8qN-4rtw,False,2026-02,same month,0,unvalidated,True,,True,True,,True,True
gainesville:25252,25252,14,full,xLhm-NC8Nmr_Tk8qN-4rtw,False,2026-02,same month,0,unvalidated,True,,False,False,,False,False
gainesville:25254,25254,14,full,Yf93INQQujSW3QTql67FrQ,True,2026-02,same pano,0,unvalidated,True,True,True,True,True,True,True
gainesville:25255,25255,14,full,Yf93INQQujSW3QTql67FrQ,True,2026-02,same pano,0,unvalidated,,True,True,True,True,True,True
gainesville:25257,25257,14,full,p_rTIk90sdqEXlHjVefI2Q,True,2026-02,same pano,0,unvalidated,,True,True,False,True,True,False
gainesville:25258,25258,14,full,p_rTIk90sdqEXlHjVefI2Q,True,2026-02,same pano,0,unvalidated,True,False,False,False,False,False,False
gainesville:25262,25262,14,full,JQS7ckh-R329DZNLr-MRVA,True,2022-06,same pano,0,unvalidated,True,True,False,False,True,False,False
gainesville:25263,25263,14,full,JQS7ckh-R329DZNLr-MRVA,True,2022-06,same pano,0,unvalidated,True,True,True,True,False,True,True
gainesville:25267,25267,14,full,Lh1ibh4E7jthoqBQu8w20A,True,2021-03,same pano,0,unvalidated,True,True,False,True,True,False,True
gainesville:25270,25270,14,full,Lh1ibh4E7jthoqBQu8w20A,True,2021-03,same pano,0,unvalidated,True,True,True,False,True,True,False
gainesville:25271,25271,20,full,Lh1ibh4E7jthoqBQu8w20A,True,2021-03,same pano,0,unvalidated,True,True,False,True,True,False,True
gainesville:25272,25272,20,full,Lh1ibh4E7jthoqBQu8w20A,True,2021-03,same pano,0,unvalidated,True,True,True,True,True,True,True
gainesville:25276,25276,14,full,JOys4CkMVro8CA_jSEDZwA,True,2023-09,same pano,0,unvalidated,False,False,False,False,False,False,False
gainesville:25277,25277,20,full,FOqjklLiYr4a-71kbKDdxw,False,2024-06,same month,0,unvalidated,True,,False,False,,False,False
gainesville:25279,25279,20,full,FOqjklLiYr4a-71kbKDdxw,False,2024-06,same month,0,unvalidated,True,,False,False,,False,False
gainesville:25280,25280,14,full,XFQbpUPi9DA66w47B8Orgw,False,2024-06,same month,0,unvalidated,True,,True,True,,True,True
gainesville:25282,25282,14,full,XFQbpUPi9DA66w47B8Orgw,False,2024-06,same month,0,unvalidated,True,,True,True,,True,True
gainesville:25283,25283,20,full,ED7lWC7pJhktHUHQYSzezQ,True,2024-06,same pano,0,unvalidated,True,True,True,True,True,True,True
gainesville:25286,25286,14,full,ED7lWC7pJhktHUHQYSzezQ,True,2024-06,same pano,0,agreed,True,True,True,False,True,True,False
gainesville:25288,25288,20,full,5NW4QRJX8mlcP_Fd0Ejpfg,True,2024-06,same pano,0,unvalidated,True,True,False,True,True,False,True
gainesville:25290,25290,20,full,5NW4QRJX8mlcP_Fd0Ejpfg,True,2024-06,same pano,0,unvalidated,True,True,False,False,False,False,False
gainesville:25292,25292,14,full,eN8XOcXHysjHcpwucjsBYw,True,2024-06,same pano,0,unvalidated,True,True,False,False,True,False,False
gainesville:25294,25294,14,full,ppv8rFfG9dnc4-Kj_B6xJQ,True,2023-09,same pano,0,unvalidated,True,True,True,True,False,True,True
gainesville:25296,25296,14,full,Sp-v3aJTN68cywiS84YTQA,True,2019-06,same pano,0,unvalidated,True,True,True,True,True,True,True
gainesville:25298,25298,14,full,Sp-v3aJTN68cywiS84YTQA,True,2019-06,same pano,0,unvalidated,True,True,True,True,True,True,True
gainesville:25299,25299,14,full,vbR3YKQcLYH3NIcROqGBAA,True,2019-06,same pano,0,unvalidated,True,True,True,True,True,True,True
gainesville:25301,25301,14,full,vbR3YKQcLYH3NIcROqGBAA,True,2019-06,same pano,0,agreed,True,True,True,True,True,True,True
gainesville:25302,25302,14,full,oW5q3rJu_8xh5gAQqtYjgA,True,2021-03,same pano,0,unvalidated,True,True,True,False,True,True,True
gainesville:25304,25304,14,full,oW5q3rJu_8xh5gAQqtYjgA,True,2021-03,same pano,0,unvalidated,True,True,True,True,True,True,True
gainesville:25306,25306,14,full,iZNQ6GS0REOYhabViFbVlg,True,2021-03,same pano,0,unvalidated,,True,True,True,True,True,True
gainesville:25308,25308,14,full,iZNQ6GS0REOYhabViFbVlg,True,2021-03,same pano,0,unvalidated,True,True,True,True,True,True,True
gainesville:25312,25312,14,full,uWkh_zNHy_LkeS_yihCuVA,True,2021-03,same pano,0,unvalidated,True,True,True,False,True,True,False
gainesville:25314,25314,14,full,uWkh_zNHy_LkeS_yihCuVA,True,2021-03,same pano,0,unvalidated,True,True,True,True,True,True,True
gainesville:25317,25317,14,full,SbRlZYQklOkdA-BtZwChMw,True,2021-03,same pano,0,unvalidated,True,True,False,False,True,False,False
gainesville:25318,25318,14,full,HS5tDK_XoVVwI9r6ltn8yw,True,2023-09,same pano,0,unvalidated,True,False,True,True,False,True,True
gainesville:25319,25319,14,full,HS5tDK_XoVVwI9r6ltn8yw,True,2023-09,same pano,0,unvalidated,True,False,False,False,False,False,False
gainesville:25321,25321,14,full,FkUZez-GuedEzmWj6R31OA,True,2023-09,same pano,0,unvalidated,True,False,False,False,False,False,False
gainesville:25323,25323,14,full,FkUZez-GuedEzmWj6R31OA,True,2023-09,same pano,0,unvalidated,True,False,False,True,False,False,False
gainesville:25324,25324,14,full,gdgVqlk-j3rQkMI3Iy2Ghw,True,2023-09,same pano,0,unvalidated,True,True,True,True,False,True,True
